,aspects,terms,text
855,['anecdotes/miscellaneous'],[],I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
856,['anecdotes/miscellaneous'],[],"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori."
857,['food'],"['sweet lassi', 'lamb chettinad', 'garlic naan', 'rasamalai']",The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.
858,['food'],"['bistro fare', 'chef', 'food']","We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return."
859,['food'],['lambchops'],The best thing I tasted were the lambchops.
860,['food'],[],it's delicious!
861,['food'],"['spicy tuna', 'salmon']",The spicy tuna and salmon are the best we've ever had.
862,"['food', 'price']","['seafood', 'prices']","Even though its good seafood, the prices are too high."
863,"['food', 'price']","['food', 'prices']","In addition, the food is very good and the prices are reasonable."
864,['service'],"['owners', 'hosts']","Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts."
865,['anecdotes/miscellaneous'],[],"If you live outside the neighborhood, don't bother!"
866,['anecdotes/miscellaneous'],['quality value'],Been going here since it opened have seen the quality value decrease considerably.
867,['food'],"['Meat dishes', 'vegetarian-friendly choices']","Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices."
868,['anecdotes/miscellaneous'],[],I never had anything I didn't like here.
869,['price'],['prices'],Reasonable prices.
870,['service'],"['amuse bouche', 'dessert', 'tables', 'service']",they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.
871,['food'],['crunchy tuna'],"Try the crunchy tuna, it is to die for."
872,"['food', 'price']",['food'],It won't break the bank but I also wouldnt come back for the food.
873,['anecdotes/miscellaneous'],['sushi'],"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city."
874,['anecdotes/miscellaneous'],[],I've been to Joya twice and I will never go again.
875,['anecdotes/miscellaneous'],[],So rushing us out was absolutely unnecessary!
876,['anecdotes/miscellaneous'],[],However it is the ONLY Taiwanese restaurant in town.
877,['ambience'],"['live entertainment', 'special effects']",It is a lot of fun with live entertainment and all kinds of Disney type special effects.
878,['food'],"['sushi', 'sushi']","if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side)."
879,['food'],['fountain drinks'],"No refills on fountain drinks, though."
880,['food'],['beers'],Wow over 100 beers to choose from.
881,['food'],['portions'],Be careful of portions - they're HUGE.
882,['food'],['Steak Tartare'],"The Steak Tartare is a great bet, they fix it for you at the table."
883,"['service', 'food']",['Crab Croquette apt'],My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.
884,"['service', 'anecdotes/miscellaneous']",['waiter'],Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.
885,['food'],['wine'],Did I mention the wine?
886,['food'],['house wine'],"Plus, on Wednesday nights the house wine is unlimited!"
887,['anecdotes/miscellaneous'],[],It is by far my favorite restaurant in Brooklyn.
888,['ambience'],[],Now it's so crowded and loud you can't even talk to the person next to you.
889,['anecdotes/miscellaneous'],[],Love Pizza 33..
890,['food'],[],Even my Indian friend couldn't believe how good and tasty everything was.
891,['anecdotes/miscellaneous'],[],"I'm from England, and Haru's was the best I had in NYC."
892,['anecdotes/miscellaneous'],[],Less = More in their case.
893,['anecdotes/miscellaneous'],[],Ruby Foo's is a tourist trap.
894,['anecdotes/miscellaneous'],[],I've been here a couple of times and have not been impressed.
895,['anecdotes/miscellaneous'],[],I've been many time and have never been disappointed.
896,['anecdotes/miscellaneous'],[],Ciao Bella
897,"['food', 'service']",['bread'],like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.
898,['food'],['dim sum servings'],The dim sum servings here are a bit larger than I'm used to.
899,"['service', 'ambience']","['management', 'door', 'glass front']","However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup."
900,['food'],['meal'],We won't go to this place again for a good meal.
901,['ambience'],[],It's a much more grown up restaurant compared to the rest of the street.
902,['food'],"['Barbecued codfish', 'seasoning', 'texture', 'spice rub', 'herb mix', 'sauce']","Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance."
903,['service'],[],We were treated with attitude ever since the moment we stepped into the restaurant!
904,['ambience'],"['dance floor', 'dinner']","After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY."
905,"['food', 'price']","['value', 'food']",Taj Mahal offeres gret value and great food.
906,['service'],"['chef', 'owner']",Has the chef and owner changed???
907,['anecdotes/miscellaneous'],['dinner'],My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.
908,['anecdotes/miscellaneous'],[],I absolutely Loved this place.
909,['anecdotes/miscellaneous'],[],I wish I lived there as I would eat at this place as often as possible!
910,['food'],"['bacon', 'platter', 'in sandwiches', 'frying', 'bacos']","But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars."
911,"['food', 'price']",['Bagels'],"Outstanding Bagels, but you get what you pay for."
912,['food'],"['Pizza', 'crust', 'pizza', 'toppings', 'bread']","Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
913,['anecdotes/miscellaneous'],[],"If you're in town, it's worth searching for another place."
914,['anecdotes/miscellaneous'],[],I have tried the various slice joints around the village but this is by far the best one.
915,['ambience'],['spot'],"I found it on a cold night, the perfect spot to warm up."
916,['food'],"['menu', 'American Chinese food']",They even have a section in the menu called American Chinese food!
917,"['food', 'service']","['Service', 'beef carpaachio', 'pasta', 'portion']","Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
918,['food'],"['kalbi', 'nebbiolo']",kalbi and nebbiolo do work together.
919,['food'],['Italian food'],"Best Italian food I ever had (and being Italian, that means alot)."
920,['food'],['Italian food'],I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.
921,['ambience'],['Located'],Located at the end of a magnificent block.
922,"['price', 'anecdotes/miscellaneous']",[],"This restaurant is not worth the time, effort, or money to say the least."
923,"['ambience', 'food']","['meal', 'room', 'clubhouse']","Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
924,['anecdotes/miscellaneous'],[],Keep up the good work guys!
925,['anecdotes/miscellaneous'],[],Hurley's is terrific!
926,['ambience'],['trays of Dim Sum'],They don't walk around with the trays of Dim Sum.
927,['anecdotes/miscellaneous'],[],Took my sister here before attending a show one evening.
928,['service'],"['bar', 'bartenders']","Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady)."
929,['service'],"['dessert', 'waitress', 'bill']",We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
930,['anecdotes/miscellaneous'],[],Really.
931,['food'],"['cheff', 'food']",I really loved the different and inovated touch that's the cheff gives to the food.
932,['anecdotes/miscellaneous'],[],Our friends have not arrived yet.
933,['food'],['cheese'],They came out over cooked and the cheese was almost non existant.
934,"['food', 'service']","['meal', 'server', 'wine', 'wine', 'price rang', 'priced']","I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
935,"['service', 'anecdotes/miscellaneous']",['svc'],"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
